x_final,y_final,x,y,theta,input
-1.33,0.9836,-0.784445698,1.626946799,4.01,0
-1.33,0.9836,-0.790906128,1.619313789,4.01,0
-1.33,0.9836,-0.797366559,1.611680779,4.01,0
-1.33,0.9836,-0.803826989,1.604047769,4.01,0
-1.33,0.9836,-0.81028742,1.596414759,4.01,0
-1.33,0.9836,-0.81674785,1.588781749,4.01,0
-1.33,0.9836,-0.82320828,1.58114874,4.01,0
-1.33,0.9836,-0.829668711,1.57351573,4.01,0
-1.33,0.9836,-0.836129141,1.56588272,4.01,0
-1.33,0.9836,-0.842589572,1.55824971,4.01,0
-1.33,0.9836,-0.849050002,1.5506167,4.01,0
-1.33,0.9836,-0.855510432,1.54298369,4.01,0
-1.33,0.9836,-0.861970863,1.535350681,4.01,0
-1.33,0.9836,-0.868431293,1.527717671,4.01,0
-1.33,0.9836,-0.874891724,1.520084661,4.01,0
-1.33,0.9836,-0.881352154,1.512451651,4.01,0
-1.33,0.9836,-0.887812584,1.504818641,4.01,0
-1.33,0.9836,-0.894273015,1.497185631,4.01,0
-1.33,0.9836,-0.900733445,1.489552622,4.01,0
-1.33,0.9836,-0.907193876,1.481919612,4.01,0
-1.33,0.9836,-0.913654306,1.474286602,4.01,0
-1.33,0.9836,-0.920114736,1.466653592,4.01,0
-1.33,0.9836,-0.926575167,1.459020582,4.01,0
-1.33,0.9836,-0.933035597,1.451387572,4.01,0
-1.33,0.9836,-0.939496028,1.443754563,4.01,0
-1.33,0.9836,-0.945956458,1.436121553,4.01,0
-1.33,0.9836,-0.952416888,1.428488543,4.01,0
-1.33,0.9836,-0.958877319,1.420855533,4.01,0
-1.33,0.9836,-0.965337749,1.413222523,4.01,0
-1.33,0.9836,-0.97179818,1.405589514,4.01,0
-1.33,0.9836,-0.97825861,1.397956504,4.01,0
-1.33,0.9836,-0.98471904,1.390323494,4.01,0
-1.33,0.9836,-0.991179471,1.382690484,4.01,0
-1.33,0.9836,-0.997639901,1.375057474,4.01,0
-1.33,0.9836,-1.004100332,1.367424464,4.01,0
-1.33,0.9836,-1.010560762,1.359791455,4.01,0
-1.33,0.9836,-1.017021192,1.352158445,4.01,0
-1.33,0.9836,-1.023481623,1.344525435,4.01,0
-1.33,0.9836,-1.029942053,1.336892425,4.01,0
-1.33,0.9836,-1.036402484,1.329259415,4.01,0
-1.33,0.9836,-1.042862914,1.321626405,4.01,0
-1.33,0.9836,-1.049323344,1.313993396,4.01,0
-1.33,0.9836,-1.055783775,1.306360386,4.01,0
-1.33,0.9836,-1.062244205,1.298727376,4.01,0
-1.33,0.9836,-1.068704636,1.291094366,4.01,0
-1.33,0.9836,-1.075165066,1.283461356,4.01,0
-1.33,0.9836,-1.081625496,1.275828346,4.01,0
-1.33,0.9836,-1.088085927,1.268195337,4.01,0
-1.33,0.9836,-1.094546357,1.260562327,4.01,0
-1.33,0.9836,-1.101006788,1.252929317,4.01,0
-1.33,0.9836,-1.107467218,1.245296307,4.01,0
-1.33,0.9836,-1.113927648,1.237663297,4.01,0
-1.33,0.9836,-1.120388079,1.230030287,4.01,0
-1.33,0.9836,-1.126848509,1.222397278,4.01,0
-1.33,0.9836,-1.13330894,1.214764268,4.01,0
-1.33,0.9836,-1.13976937,1.207131258,4.01,0
-1.33,0.9836,-1.1462298,1.199498248,4.01,0
-1.33,0.9836,-1.152690231,1.191865238,4.01,0
-1.33,0.9836,-1.159150661,1.184232229,4.01,0
-1.33,0.9836,-1.165611092,1.176599219,4.01,0
-1.33,0.9836,-1.172071522,1.168966209,4.01,0
-1.33,0.9836,-1.178531952,1.161333199,4.01,0
-1.33,0.9836,-1.184992383,1.153700189,4.01,0
-1.33,0.9836,-1.191452813,1.146067179,4.01,0
-1.33,0.9836,-1.197913244,1.13843417,4.01,0
-1.33,0.9836,-1.204373674,1.13080116,4.01,0
-1.33,0.9836,-1.210834104,1.12316815,4.01,0
-1.33,0.9836,-1.217294535,1.11553514,4.01,0
-1.33,0.9836,-1.223754965,1.10790213,4.01,0
-1.33,0.9836,-1.230215396,1.10026912,4.01,0
-1.33,0.9836,-1.236751832,1.092701095,4,-1
-1.33,0.9836,-1.243212262,1.085068086,4.01,1
-1.33,0.9836,-1.249748698,1.077500061,4,-1
-1.33,0.9836,-1.256209129,1.069867051,4.01,1
-1.33,0.9836,-1.262745565,1.062299026,4,-1
-1.33,0.9836,-1.269205995,1.054666016,4.01,1
5,10,0.0099995,1.00E-04,0.01,1
5,10,0.0199975,0.000299985,0.02,1
5,10,0.029993,0.00059994,0.03,1
5,10,0.039985001,0.000999833,0.04,1
5,10,0.049972504,0.001499625,0.05,1
5,10,0.059954509,0.002099265,0.06,1
5,10,0.069930019,0.002798694,0.07,1
5,10,0.079898037,0.003597841,0.08,1
5,10,0.089857564,0.004496626,0.09,1
5,10,0.099807606,0.00549496,0.1,1
5,10,0.109747167,0.006592743,0.11,1
5,10,0.119675253,0.007789865,0.12,1
5,10,0.129590872,0.009086207,0.13,1
5,10,0.139493032,0.010481638,0.14,1
5,10,0.149380743,0.011976019,0.15,1
5,10,0.159253015,0.013569201,0.16,1
